recordid,company,occurence,award_year,award_amount
163002,"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",7,1995,60721
163004,"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",7,1995,116341
163005,"SIMPEX TECHNOLOGIES, INC.",4,1995,597696
174267,"Quantum Magnetics, Inc.",7,1992,50000
163006,"SIMPEX TECHNOLOGIES, INC.",4,1995,276158
163007,"SIPPICAN, INC",2,1995,67053
163009,SOCIAL SCIENCES INNOVATIONS CORPORATION,1,1995,9643
163010,SOCIAL SCIENCES INNOVATIONS CORPORATION,1,1995,694443
163011,SOCIAL SCIENCES INNOVATIONS CORPORATION,1,1995,98754
163014,"SOHAR, INC.",4,1995,187573
163015,"SONEX Enterprises, Inc.",2,1995,497778
163019,SOUTHWEST SCIENCES INC,4,1995,65000
163020,SOUTHWEST SCIENCES INC,4,1995,80000
163047,STRATAGENE,3,1995,4870
163021,SOUTHWEST SCIENCES INC,4,1995,200000
163026,"SPECTRASONICS, INC.",1,1995,98032
163027,"SPENCER TECHNOLOGIES, INC.",1,1995,744280
163029,SQUEEGEE PLUS!,1,1995,76036
163031,SRS Technologies,6,1995,731071
163033,SRS Technologies,6,1995,586383
163036,"SSG, Inc.",6,1995,599600
163040,"STARMARK, INC.",1,1995,97978
163042,"STATE OF THE ART, INC.",1,1995,750000
163043,STERLING RESEARCH CORPORATION,7,1995,742849
163044,STERLING RESEARCH CORPORATION,7,1995,369740
163046,"STRATA BIOSCIENCES, INC.",2,1995,300000
163048,"STRATONICS, INC.",2,1995,49952
163049,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,1995,600000
163094,"SYNCHRONY, INC.",2,1995,599986
163050,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,1995,750000
163054,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,1995,80000
163055,"SUPERCONDUCTOR TECHNOLOGIES, INC.",6,1995,299810
163095,"SYNCHRONY, INC.",2,1995,79981
163057,SURFACE OPTICS CORP.,4,1995,597052
163059,SURFACE OPTICS CORP.,4,1995,69943
163060,"SURMET, CORP.",1,1995,750000
163063,"SURMET, CORP.",1,1995,750000
163064,"SURMET, CORP.",1,1995,750000
163066,"SURMODICS, INC.",4,1995,750000
163067,"SURMODICS, INC.",4,1995,100000
163068,"SURMODICS, INC.",4,1995,96922
163070,"SURMODICS, INC.",4,1995,100000
163302,Spire Corporation,7,1995,739870
163071,"SURMODICS, INC.",4,1995,99556
163072,"SURMODICS, INC.",4,1995,99998
163073,"SURMODICS, INC.",4,1995,97508
163074,"SURMODICS, INC.",4,1995,69924
163075,"SURMODICS, INC.",4,1995,99947
163077,"SVS R&D SYSTEMS, INC.",4,1995,77105
163078,"SVS R&D SYSTEMS, INC.",4,1995,44246
163079,"SVS R&D SYSTEMS, INC.",4,1995,69927
163085,"SVT Associates, Incorporated",6,1995,79924
163088,"SY TECHNOLOGY, INC.",5,1995,79992
163091,"SYMBIOTECH, INC.",4,1995,80327
163109,"Sabbagh Associates, Inc.",4,1995,300000
163093,"SYMBIOTECH, INC.",4,1995,99999
163101,SYSTRAN FEDERAL CORP.,6,1995,749567
163110,Sag Corp,2,1995,99834
163103,SYSTRAN FEDERAL CORP.,6,1995,69959
163105,"SYTRONICS, INC.",3,1995,1600000
163106,"SYTRONICS, INC.",3,1995,66246
163107,SYUKHTUN RESEARCH,3,1995,224960
163108,SYUKHTUN RESEARCH,3,1995,51795
163111,"Saimol International, Inc.",2,1995,99559
163113,Sandpiper Software Inc.,2,1995,367144
163114,Santa Barbara Sensor,1,1995,68767
163115,"Santa Cruz Biotechnology, Inc.",1,1995,328951
163117,"Saphikon, Inc.",3,1995,597458
163118,"Savi Technology, Inc.",3,1995,85102
163123,"Schwartz Electro-Optics, Inc",6,1995,69630
163124,"Schwartz Electro-Optics, Inc",6,1995,97675
163125,"Schwartz Electro-Optics, Inc",6,1995,69176
163128,"Schwartz Electro-Optics, Inc",6,1995,100000
163129,"Schwartz Electro-Optics, Inc",6,1995,499719
163131,"Schwartz Electro-Optics, Inc",6,1995,598883
163132,"Schwartz Electro-Optics, Inc",6,1995,63404
163136,"Science Research Laboratory, Inc",7,1995,739995
163140,"Science Research Laboratory, Inc",7,1995,500000
163143,"Science Research Laboratory, Inc",7,1995,599826
163151,"Scientific Applications & Research Associates, Inc.",6,1995,88979
163144,"Science Research Laboratory, Inc",7,1995,749992
163146,"Science Research Laboratory, Inc",7,1995,749725
163149,"Science Research Laboratory, Inc",7,1995,749994
163150,"Science Research Laboratory, Inc",7,1995,69141
163152,"Scientific Applications & Research Associates, Inc.",6,1995,598201
163153,"Scientific Applications & Research Associates, Inc.",6,1995,748068
163156,Scientific Comput Assoc,6,1995,599998
163158,"Scientific Digital Visions, Inc.",1,1995,750000
163179,Seer Systems Inc,1,1995,99562
163163,"Scientific Monitoring, Inc.",5,1995,599624
163166,"Scientific Solutions, Inc.",4,1995,120000
163167,"Scios, Inc.",1,1995,100000
163169,"Scios, Inc.",1,1995,100000
163170,Sea-source Technologies Inc.,1,1995,178000
163196,Sensintel Inc.,6,1995,60000
163171,Seagenes Inc.,1,1995,55000
163172,Seagenes Inc.,1,1995,190000
163173,"Seagull Technology, Inc.",3,1995,599988
163176,"Sealite Sciences, Inc.",1,1995,85491
163177,"Sealite Sciences, Inc.",1,1995,92972
165679,"Ionwerks, Inc.",6,1994,59558
163180,"Seidcon, Inc.",2,1995,742358
163182,Seki Systems Co.,2,1995,54540
163184,"Selective Technologies, Inc.",1,1995,73501
163187,Selee Corp.,1,1995,425165
163190,Senova Corp.(chemalert),1,1995,219185
163191,"Sensable Devices, Inc.",1,1995,98013
163192,"Sensable Devices, Inc.",1,1995,69389
163193,Sensintel Inc.,6,1995,600000
163194,Sensintel Inc.,6,1995,70000
163198,Sensit Company,1,1995,55000
163199,"Sensor Plus, Inc.",3,1995,90116
163200,"Sensor Plus, Inc.",3,1995,492463
163204,"Sensors Unlimited, Inc.",6,1995,599889
163205,"Sensors Unlimited, Inc.",6,1995,100000
163208,"Sensors Unlimited, Inc.",6,1995,79271
163211,"Serviceware, Inc.",1,1995,74928
163213,Seta Corp.,1,1995,200000
163214,Sets Technology Inc,3,1995,749957
163215,Sets Technology Inc,3,1995,599984
163217,Shay Aerospace Corp,1,1995,595194
163218,"Sherwin, Inc.",1,1995,185114
163219,"Shield Rite, Inc.",2,1995,79349
163220,"Shield Rite, Inc.",2,1995,731701
163224,"Sidoran Consulting, Inc.",1,1995,78037
163776,Yamada Science & Art Corporation,1,1995,571312
163437,THE ULTRA CORP.,1,1995,726549
163225,Signal & Wave Information,1,1995,69998
163227,Signal Separation Tech,2,1995,600000
163228,"Signalogic, Inc.",2,1995,70629
163229,Signatron Technology Corp.,3,1995,210000
163230,Signatron Technology Corp.,3,1995,79951
163231,"Sigtem Technology, Inc",1,1995,54868
163232,"Silicon Designs, Inc.",5,1995,591920
163233,"Silicon Mountain Design, Inc.",7,1995,738093
163234,"Silicon Mountain Design, Inc.",7,1995,599819
163236,"Silicon Mountain Design, Inc.",7,1995,882583
163237,Simutech,1,1995,80000
163238,"Sinclair Optics, Inc.",1,1995,600000
163239,"Skalar Instruments, Inc.",1,1995,91876
163240,Skw Corp,4,1995,79986
163245,"Soane Biosciences, Inc.",1,1995,50587
163247,"Soane Biosciences, Inc.",1,1995,49413
163250,Sociometrics Corporation,1,1995,748158
163251,Sociometrics Corporation,1,1995,438867
163253,Software Compositions,2,1995,599301
163254,Software Corp Of America,1,1995,64965
163256,Sol-3 Resources Inc.,2,1995,600000
163259,Solar Engineering,1,1995,749928
163260,"Solohill Engineering, Inc.",2,1995,575344
163583,Transducer Research Inc.,3,1995,97754
163290,"Spectral Sciences, Inc.",5,1995,79291
163262,"Sonic Technologies, Inc.",1,1995,531819
163263,"Sonic Technologies, Inc.",1,1995,378044
163264,Sontek Inc.,1,1995,299607
163265,Sorbent Technologies Corp,2,1995,424277
163266,Sorbent Technologies Corp,2,1995,220000
163267,Soundocumentaries,1,1995,750000
163269,Southern Dynamic Systems,1,1995,98136
163271,Space Power Inc.,5,1995,750000
163272,Space Power Inc.,5,1995,626940
163274,"Sparta, Inc.",8,1995,65005
163276,"Sparta, Inc.",8,1995,300000
163277,"Sparta, Inc.",8,1995,730037
163278,"Specialty Laboratories, Inc.",1,1995,100000
163280,"Spectra Research, Inc.",6,1995,375000
163282,"Spectra Research, Inc.",6,1995,56493
163440,"THERMACORE, INC.",6,1995,679930
163283,"Spectra Research, Inc.",6,1995,482601
163284,"Spectra Research, Inc.",6,1995,69859
163286,"Spectra Research, Inc.",6,1995,56621
163288,"Spectracode, Inc.",1,1995,219949
163291,"Spectral Sciences, Inc.",5,1995,750000
163292,"Spectral Sciences, Inc.",5,1995,70000
163293,"Spectral Sciences, Inc.",5,1995,69863
163584,Transducer Research Inc.,3,1995,199956
163295,Spectro Dynamic Systems,1,1995,80000
163304,Spire Corporation,7,1995,599943
163296,Spectrum Data Inc.,1,1995,744144
163297,Spectrum Hydro Technologies,1,1995,100000
163303,Spire Corporation,7,1995,100000
163308,Spire Corporation,7,1995,747814
163309,Spire Corporation,7,1995,746382
163310,Spire Corporation,7,1995,727440
163603,"Triton Systems, Inc.",7,1995,79998
163312,Spire Corporation,7,1995,496558
163313,Spire Corporation,7,1995,68577
163315,Spire Corporation,7,1995,77891
163333,"Steven Winter Associates, Inc.",1,1995,750000
163318,Spire Corporation,7,1995,749992
163319,Spire Corporation,7,1995,372785
163327,"Standard Object Systems, Inc.",2,1995,69976
163328,"Star Medical Technologies,",1,1995,742195
163329,Starlight Networks Inc.,1,1995,299908
163330,"Steritech, Inc.",1,1995,72077
163332,Steroids Ltd.,5,1995,65700
163336,Stony Brook Surgical,1,1995,100000
163337,"Stottler Henke Associates, Inc.",5,1995,525481
163338,"Stottler Henke Associates, Inc.",5,1995,1097925
163340,"Stress Technology, Inc.",2,1995,747086
163342,Structural Integrity Associate,4,1995,750000
163343,"Sts Duotek, Inc.",1,1995,618905
163344,"Sts Duotek, Inc.",1,1995,100000
163361,"Synchrocell, Inc./dovetail",1,1995,100000
163346,"Sunpower, Inc.",4,1995,597293
163348,"Super Teams, Ltd.",1,1995,99499
163352,"Supercon, Inc.",3,1995,70000
171318,System Engineering Technology,1,1993,49883
163354,"Surgical Navigation Tech., Inc",1,1995,720679
163358,Swales & Assoc Inc.,2,1995,826689
163359,"Synchrocell, Inc./dovetail",1,1995,100000
163360,"Synchrocell, Inc./dovetail",1,1995,100000
163959,"ASTRON WIRELESS TECHNOLIGIES, INC.",5,1994,494715
163364,Synthetic Technology,1,1995,234280
163365,Synvax Inc,1,1995,95694
163367,System Management Arts,2,1995,750000
164625,"CREATIVE OPTICS, INC.",2,1994,748283
163369,System Planning Corp.,4,1995,100000
163370,"System Quality Consultants,",1,1995,99954
163371,"System Simulation Solutions,",1,1995,746454
163373,"System Technology Associates, Inc.",1,1995,70000
163374,System/technology Development,1,1995,362780
163375,Systems & Processes Engineering Corporation,8,1995,750000
163628,"Ultrafine Power Technology,",1,1995,100000
163376,Systems & Processes Engineering Corporation,8,1995,80000
163377,Systems & Processes Engineering Corporation,8,1995,750220
163378,Systems & Processes Engineering Corporation,8,1995,750000
163379,Systems & Processes Engineering Corporation,8,1995,600000
163430,TELEFACTOR CORPORATION,1,1995,724467
163381,"Systems Engineering Group,",2,1995,69703
163382,"Systems Technology, Inc.",6,1995,749720
163383,"Systems Technology, Inc.",6,1995,69939
163384,"T/J Technologies, Inc.",4,1995,79985
163387,"TAITECH, INC.",3,1995,699369
163389,"TAITECH, INC.",3,1995,79493
163391,TANGLEWOOD RESEARCH INC,1,1995,86042
163394,"TDA Research, Inc.",6,1995,195372
163395,"TDA Research, Inc.",6,1995,65000
163396,"TDA Research, Inc.",6,1995,599872
163397,"TDA Research, Inc.",6,1995,65000
163400,"TDA Research, Inc.",6,1995,750000
163404,"TDA Research, Inc.",6,1995,65000
163406,"TDA Research, Inc.",6,1995,743699
163407,"TDA Research, Inc.",6,1995,283226
163410,"TDA Research, Inc.",6,1995,750000
163411,"TDA Research, Inc.",6,1995,65000
163412,"TDA Research, Inc.",6,1995,65000
163419,"TECHNICAL SOLUTIONS, INC.",3,1995,69917
163420,"TECHNICAL SOLUTIONS, INC.",3,1995,598405
163422,"TECHNISCAN, INC.",3,1995,750000
163424,TECHNOLOGY INTERNATIONAL INCORPORATED OF VIRGINIA,5,1995,70000
163431,"TELIC OPTICS, INC.",1,1995,66888
163432,"TELIC OPTICS, INC.",1,1995,62389
163433,"TEMEKU TECHNOLOGIES, INC.",1,1995,544395
163434,TERA BIOTECHNOLOGY CORPORATION,2,1995,533423
163442,"THERMOGEN,INC.",1,1995,100000
163443,"THESUS LOGIC, INC.",1,1995,750000
163444,"THIRD WAVE TECHNOLOGIES, INC.",1,1995,497240
163445,"THIRD WAVE TECHNOLOGIES, INC.",1,1995,750000
163446,"TLC Precision Wafer Technology, Inc.",5,1995,80000
163448,TOYON RESEARCH CORPORATION,7,1995,750000
163451,"TPL, Inc.",8,1995,69994
163452,"TPL, Inc.",8,1995,275010
163454,"TPL, Inc.",8,1995,69950
163455,"TPL, Inc.",8,1995,69950
163456,"TPL, Inc.",8,1995,599746
163457,"TPL, Inc.",8,1995,70000
163458,"TPL, Inc.",8,1995,590119
163460,"TREVIGEN, INC.",1,1995,98224
163461,"TRS CERAMICS, INC.",7,1995,42000
163462,"TSRL, INC.",2,1995,69902
163465,Tacan Corp,9,1995,69727
163467,Tacan Corp,9,1995,79878
163468,Tactilics Inc.,1,1995,283540
163469,"Tanner Research, Inc.",6,1995,69998
163569,"Tidewater Consultants, Inc.",1,1995,99996
163470,"Tanner Research, Inc.",6,1995,199994
163471,"Tanner Research, Inc.",6,1995,69998
163473,"Tanner Research, Inc.",6,1995,99995
163474,"Tanner Research, Inc.",6,1995,79996
163477,"Tanner Research, Inc.",6,1995,68232
163478,"Tanner Research, Inc.",6,1995,69997
163481,Tapervision (partnership),1,1995,750000
163486,Tc Specialty Products Co.,1,1995,563103
163490,Technical Assistance And,1,1995,150000
163491,Technical Evaluation,1,1995,540692
163494,"Technical research Associates, Inc.",6,1995,99501
163496,"Technical research Associates, Inc.",6,1995,70996
163498,"Techniweave, Inc.",3,1995,748285
163502,Technochem Company,5,1995,600000
163507,"Technology Assessment and Transfer, Inc.",5,1995,579345
163508,"Technology Assessment and Transfer, Inc.",5,1995,78845
163511,Technology Service Corporation,5,1995,69149
163512,Technology Service Corporation,5,1995,68486
163524,"Telepractice, Inc.",1,1995,745975
163571,"Tidewater Consultants, Inc.",1,1995,737434
163513,Technology Service Corporation,5,1995,366503
163514,Technology Service Corporation,5,1995,728133
163515,Technology Service Corporation,5,1995,98782
163516,Technology Service Corporation,5,1995,368043
163531,"Tetra Precision, Inc.",2,1995,748018
163518,Technology Service Corporation,5,1995,77215
163519,Technology Service Corporation,5,1995,600000
163520,Technology Service Corporation,5,1995,79953
163521,"Technovation Training, Inc.",1,1995,64913
163522,"Tecmag, Inc.",1,1995,299662
163523,"Telemedia Research, Inc.",1,1995,666288
163525,"Tenelex Industries, Inc.",1,1995,312585
163526,"TeraMetrix, LLC",4,1995,679121
163527,Terry Engineering,1,1995,600000
163528,Test Devices Inc,2,1995,583555
163530,Tetra Corporation,7,1995,62545
163533,Texas Engineering Solutions,1,1995,648042
163535,"Texas Research Institute, Austin, Inc.",7,1995,70000
163536,"Texas Research Institute, Austin, Inc.",7,1995,68740
163537,"Texas Research Institute, Austin, Inc.",7,1995,69994
163572,"Tiger Sea Products, Ltd.",1,1995,99853
163538,"Texas Research Institute, Austin, Inc.",7,1995,99966
163539,"Texas Research Institute, Austin, Inc.",7,1995,99000
163542,"The Athena Group, Inc.",5,1995,68560
163543,"The Athena Group, Inc.",5,1995,163021
163544,"The Athena Group, Inc.",5,1995,69996
163545,"The Athena Group, Inc.",5,1995,252183
163547,The Insitu Group,3,1995,97378
163550,The Survice Engineering,2,1995,69948
166038,"Maxdem, Inc.",6,1994,68840
163553,Therion Corp.,1,1995,636078
163554,Thermal Electric Devices Inc.,1,1995,750000
163555,"Thermal Technologies, Inc.",1,1995,100000
163557,"Thermalytics, Inc.",1,1995,50861
163566,Three-dimensional,1,1995,78049
163567,"Tibbetts Industries, Inc.",1,1995,96233
163582,"Transcell Technologies, Inc.",1,1995,96982
163568,"Tiburon Systems, Inc.",2,1995,47866
163573,Tini Alloy Company,5,1995,81188
163574,Tip Engineering Group Inc.,1,1995,300000
163575,Tiranoff Productions LLC/GeneticaLens,1,1995,74963
163576,"Top-Vu Technology, Inc.",3,1995,62506
163577,"Top-Vu Technology, Inc.",3,1995,749571
163579,Torrey Science & Technology,4,1995,374345
163580,Torrey Science & Technology,4,1995,96041
163581,"Trans Ova Genetics, Inc.",1,1995,55000
163585,Transportation Consulting Mda,1,1995,499702
163586,Triangle Research and Development Corporation,5,1995,263950
163587,Triangle Research and Development Corporation,5,1995,99781
163590,"Tribology Systems, Inc.",2,1995,600000
163591,Trident Systems Incorporated,6,1995,748028
163592,Trident Systems Incorporated,6,1995,69637
163594,Triplex Pharmaceutical,1,1995,100000
163595,Triplex Pharmaceutical,1,1995,100000
163596,Triplex Pharmaceutical,1,1995,100000
163597,Triplex Pharmaceutical,1,1995,100000
163598,Triplex Pharmaceutical,1,1995,98800
163599,"Triton Systems, Inc.",7,1995,69950
163600,"Triton Systems, Inc.",7,1995,600000
163601,"Triton Systems, Inc.",7,1995,69585
172227,"BIO-IMAGING RESEARCH, INC.",4,1992,49505
163607,Tyris Environmental,1,1995,74641
163608,U.s. Laser Corp.,3,1995,62954
163609,UES INC,6,1995,749875
163610,UES INC,6,1995,77100
163625,Ubakuk Services,1,1995,52613
163611,UES INC,6,1995,736586
163612,"UGM MEDICAL SYSTEMS, INC.",1,1995,80440
163613,"UGM MEDICAL SYSTEMS, INC.",1,1995,517215
163627,Ultrafast Sensors &,1,1995,69900
163619,UNIAX Corporation,5,1995,79857
163620,UNIAX Corporation,5,1995,69976
163621,UNICON RESEARCH CORPORATION,1,1995,535758
163622,UNICON RESEARCH CORPORATION,1,1995,519204
163623,"UQM Technologies, Inc.",4,1995,99955
163629,Ultramet,7,1995,493388
163633,Ultramet,7,1995,500000
163634,Ultramet,7,1995,592006
163635,Ultramet,7,1995,499285
163641,"Unistry Assoc., Inc.",6,1995,599756
163642,"Unistry Assoc., Inc.",6,1995,69722
163644,"United Dynamics, Inc.",6,1995,598884
163645,"United Information Systems,",2,1995,99893
163646,Universal Fuel Development,1,1995,220000
163647,"Universal Sensors, Inc.",4,1995,54939
163648,Upstart Robots,1,1995,750000
163650,Ushc Development Corp.,1,1995,494920
163651,"Utah Geophysical, Inc.",3,1995,56431
163652,"Utility Systems Technologies,",1,1995,99710
163654,"VAC, INC.",1,1995,97342
163655,"VAC, INC.",1,1995,69926
163656,"VERTIGO, INC.",3,1995,578297
163657,VEXCEL CORP.,6,1995,499412
163663,"VIASAT, INC.",5,1995,69132
163665,"VIDA HEALTH COMMUNICATIONS, INC.",1,1995,76515
163667,"VIROPHARMA, INC.",1,1995,90813
163668,VIRTUAL 21 ASSOC.,2,1995,79920
163669,"VISIDYNE, INC.",7,1995,100000
163675,"VT SENSING, INC.",1,1995,471480
163678,Variation Systems Analysis,1,1995,300000
163679,Variseal Manufacturing,1,1995,71390
163680,Vatell Corporation,3,1995,603690
163681,Vatell Corporation,3,1995,50000
163682,Vector Microwave Research,1,1995,69852
163710,W Peter Trower Inc.,2,1995,187573
163683,"Vector Research Company, Inc.",3,1995,69688
163685,"Veritay Technology, Inc.",5,1995,600000
163686,"Vestar, Inc.",2,1995,596469
163687,"Vibra Metrics, Inc.",1,1995,575869
163689,"Viking Science & Technology,",1,1995,85916
163692,Virginia Power Technologies,3,1995,750000
163693,"Viromed Laboratorytories, I",1,1995,638820
163694,Virotex Corporation,1,1995,99920
163695,Virus Research Institute,1,1995,98824
163697,"Visidyne, Inc.",4,1995,703043
168555,"COVALENT ASSOC., INC.",7,1993,50000
163698,"Visidyne, Inc.",4,1995,65652
163700,"Visidyne, Inc.",4,1995,406697
163701,Vision Micro Design Inc,1,1995,600000
163702,"Vista Control Systems, Inc.",1,1995,750000
163703,"Vista Technologies, Inc.",1,1995,56684
163704,"Vivorx Pharmaceuticals, Inc.",1,1995,95582
163705,"Vivorx Pharmaceuticals, Inc.",1,1995,96500
163706,"Vlsi Standards, Inc.",1,1995,50000
163708,W Peter Trower Inc.,2,1995,330266
163709,W Peter Trower Inc.,2,1995,99992
163711,"WELD STAR TECHNOLOGY, INC.",2,1995,750000
163714,"WHALEN BIOMEDICAL, INC",2,1995,75000
163715,"WHALEN BIOMEDICAL, INC",2,1995,72250
163716,"WHALEN BIOMEDICAL, INC",2,1995,69651
163717,"WHITE POINT SYSTEMS, INC.",1,1995,750000
163718,WILSON COMPOSITE TECHNOLOGIES,4,1995,69923
163722,Wallace Instruments,1,1995,295939
163723,Wang Electro-Opto Corporation,4,1995,69837
163757,"Wood Tech Engineering, Inc.",1,1995,48575
163724,Wang Nmr Inc.,1,1995,749989
163725,Waterjet Technology Inc,6,1995,69816
163726,Waterjet Technology Inc,6,1995,742664
163729,Waterjet Technology Inc,6,1995,247339
169043,Emadel Enterprises Inc.,2,1993,49904
163730,Waterjet Technology Inc,6,1995,69713
163732,Waterjet Technology Inc,6,1995,599892
163734,Waterjet Technology Inc,6,1995,78725
163735,Waterjet Technology Inc,6,1995,69829
163738,Waterjet Technology Inc,6,1995,79897
163739,Waterjet Technology Inc,6,1995,69942
163748,WesTest Engineering Corporation,3,1995,95482
163740,Waterjet Technology Inc,6,1995,69852
163742,Waterjet Technology Inc,6,1995,353611
163743,"Wavefront Research, Inc.",3,1995,721030
163745,"Wellport, Inc.",1,1995,90000
163746,Wen H. Ko And Associates,1,1995,99796
163749,WesTest Engineering Corporation,3,1995,99727
163758,World Precision Instruments,1,1995,92897
163750,Whistlesoft Inc.,1,1995,749855
163751,White Materials Engineering,1,1995,598661
163752,Williamson & Assoc Inc.,1,1995,299747
163753,Wilson Computer Services,1,1995,54900
163756,"Wolpert Polymers, Inc.",1,1995,98590
163759,World-wide Innovative Tech,3,1995,599962
163760,World-wide Innovative Tech,3,1995,58286
163761,Wyko Corp.,2,1995,49483
163767,"XONTECH, INC.",4,1995,57175
163768,"XONTECH, INC.",4,1995,69770
177871,"SYMBIOTECH, INC.",4,1991,47241
163769,"XONTECH, INC.",4,1995,68071
163770,"Xc Associates, Inc.",2,1995,67237
163771,"Xerion, Inc.",1,1995,93864
171908,AURORA ASSOC.,4,1992,506671
163772,"Xinetics, Inc.",2,1995,52386
163777,"Yankee Environmental Systems, Inc.",2,1995,429905
163780,"Yankee Environmental Systems, Inc.",2,1995,193000
163782,"Yankee Scientific, Inc.",2,1995,352486
163955,"ASTRALUX, INC.",5,1994,59995
163788,"ZC&H DYNAMIC SYSTEMS, INC.",3,1995,64677
163789,"ZEGER-ABRAMS, INC.",5,1995,612752
163792,"Zeigeler Bros., Inc.",1,1995,213000
163793,Zwillinger & Associates,2,1995,707438
163794,"Zynaxis, Inc.",1,1995,686168
163798,"A.J. Devaney Assoc., Inc.",3,1994,99274
163800,ABRATECH CORPORATION,2,1994,74576
163801,ABRATECH CORPORATION,2,1994,72953
163803,ABRATECH CORPORATION,2,1994,73657
163806,ABTECH CORPORATION,5,1994,75000
163807,ABTECH CORPORATION,5,1994,79853
163808,ABTECH CORPORATION,5,1994,94995
163811,ABTECH CORPORATION,5,1994,250000
163812,ABTECH CORPORATION,5,1994,69767
163814,ACCURATE AUTOMATION CORPORATION,3,1994,375000
163816,ACCURATE AUTOMATION CORPORATION,3,1994,500007
163817,ACCURATE AUTOMATION CORPORATION,3,1994,70000
163818,ACCURATE AUTOMATION CORPORATION,3,1994,59958
163839,ADELPHI TECHNOLOGY INC,4,1994,74993
163820,ACCURATE AUTOMATION CORPORATION,3,1994,57874
163822,ACCURATE AUTOMATION CORPORATION,3,1994,59076
163823,ACCURATE AUTOMATION CORPORATION,3,1994,50000
163825,ACT Research Corporation,4,1994,69636
163960,"ASTROPOWER, INC.",5,1994,75000
163826,"ADA TECHNOLOGIES, INC.",4,1994,600000
163827,"ADA TECHNOLOGIES, INC.",4,1994,74881
163828,"ADA TECHNOLOGIES, INC.",4,1994,600000
163829,"ADA TECHNOLOGIES, INC.",4,1994,250000
163855,"ADVANCED REFRACTORY TECHNOLOGIES, INC.",5,1994,64705
163837,ADELPHI TECHNOLOGY INC,4,1994,53990
163830,"ADA TECHNOLOGIES, INC.",4,1994,754955
163831,"ADA TECHNOLOGIES, INC.",4,1994,74984
163832,"ADA TECHNOLOGIES, INC.",4,1994,600000
163836,ADELPHI TECHNOLOGY INC,4,1994,74992
163840,ADELPHI TECHNOLOGY INC,4,1994,64996
163841,ADELPHI TECHNOLOGY INC,4,1994,99995
163843,ADIABATICS INCORPORATED,3,1994,369162
163844,ADTECH SYSTEMS RESEARCH INC,1,1994,200000
163845,ADVANCED BIONICS CORPORATION,1,1994,73467
163846,ADVANCED MEDICAL ELECTRONICS CORPORATION,1,1994,79468
163849,ADVANCED MODULAR POWER SYSTEMS,3,1994,69872
163852,ADVANCED MODULAR POWER SYSTEMS,3,1994,59851
163857,"ADVANCED REFRACTORY TECHNOLOGIES, INC.",5,1994,599703
163858,"ADVANCED REFRACTORY TECHNOLOGIES, INC.",5,1994,375000
163860,"ADVANCED ROTORCRAFT TECHNOLOGY, INC.",4,1994,250000
163861,"ADVANCED ROTORCRAFT TECHNOLOGY, INC.",4,1994,65000
163862,"ADVANCED ROTORCRAFT TECHNOLOGY, INC.",4,1994,99364
163863,"AERO OPTICS, INC.",2,1994,69986
163864,"AEROASTRO, INC.",3,1994,500000
163865,"AEROHYDRO, INC.",2,1994,99961
163908,"AMHERST SYSTEMS, INC.",6,1994,187500
163866,AEROSOFT INC,3,1994,197229
163868,AEROSOL ASSOCIATES,1,1994,74523
163870,AEROTECH ENGINEERING & RESEARCH CORP.,5,1994,54581
163871,AEROTECH ENGINEERING & RESEARCH CORP.,5,1994,370563
163875,"AI Signal Research, Inc.",2,1994,73771
163876,"AI Signal Research, Inc.",2,1994,69904
163878,AKELA INC,2,1994,101521
163931,APHIOS CORPORATION,2,1994,75000
163892,"AMAIN ELECTRONICS CO., INC.",5,1994,61499
163884,"ALPHATECH, INC.",6,1994,351151
163885,"ALPHATECH, INC.",6,1994,586950
163887,"ALPHATECH, INC.",6,1994,94997
163890,"ALTERNATIVE SYSTEM CONCEPTS, INC.",4,1994,199967
163894,"AMBION DIAGNOSTICS, INC.",1,1994,491063
163896,AMERICAN GNC CORPORATION,6,1994,64938
163897,AMERICAN LABORATORY SUPPLIES,1,1994,426212
163938,APPLIED ORDNANCE TECHNOLOGY,3,1994,69323
163898,AMERICAN LABORATORY SUPPLIES,1,1994,500000
163902,"AMERICAN PHOTONICS TECHNOLOGY, INC.",4,1994,59911
163905,AMERICAN SUPERCONDUCTOR CORPORATION,5,1994,600000
163909,"AMHERST SYSTEMS, INC.",6,1994,64996
163914,ANALEX CORP.,2,1994,78399
163915,ANALEX CORP.,2,1994,58991
163921,ANALYSIS AND MEASUREMENT SERVICES CORPORATION,2,1994,50000
163922,ANALYTIC POWER LLC,5,1994,64575
163927,"ANCO ENGINEERS, INC.",5,1994,55849
163928,"ANDOVER APPLIED SCIENCES, INC.",2,1994,59550
163929,APHIOS CORPORATION,2,1994,75000
163933,"APPLIED BIOPHYSICS, INC.",1,1994,549000
163934,"APPLIED BIOTECH CONCEPTS, INC.",1,1994,526237
163935,APPLIED HUMAN FACTORS INC,2,1994,63316
163936,"APPLIED MATHEMATICS, INC.",2,1994,420000
163937,APPLIED OPTRONICS CORP,2,1994,366000
